RSRP_S,RSRP_t,Tr,S,T
-74.764,-74.892,19,5,20
-76.441,-76.432,10,20,1
-69.174,-74.63,34,1,27
-69.793,-68.729,16,27,2
-80.779,-81.722,19,2,9
-77.994,-83.369,56,9,8
-76.635,-83.38,209,8,9
-71.614,-77.125,153,9,49
-71.826,-82.232,73,49,3
-80.95,-81.136,43,3,34
-70.294,-80.576,77,34,11
-75.479,-83.167,608,11,4
-74.558,-83.163,139,4,28
-67.473,-77.65,60,28,1
-80.771,-83.582,52,1,6
-74.906,-84.485,178,6,16
-77.958,-83.754,187,16,6
-79.779,-81.602,117,6,45
-76.12,-80.134,67,45,7
-62.88,-66.972,483,7,45
-70.736,-82.954,4,45,17
-78.207,-78.516,8,17,16
-77.63,-84.849,3,16,40
-67.616,-84.093,3,40,16
-68.181,-81.13,130,16,36
-69.185,-81.146,64,36,15
-81.777,-83.096,43,15,22
-79.595,-79.715,28,22,5
-69.118,-79.722,121,5,33
-72.617,-74.601,40,33,4
-82.851,-81.127,621,4,32
-77.561,-81.973,36,32,3
-81.466,-83.374,58,3,1
-81.314,-83.592,59,1,2
-81.407,-81.698,30,2,42
-72.349,-78.712,42,42,7
-78.846,-69.307,1742,7,31
-67.026,-76.924,47,31,37
-64.203,-70.475,51,37,6
-65.164,-80.022,126,6,36
-76.072,-77.814,42,36,15
-69.104,-74.947,74,15,22
-73.91,-74.414,17,22,5
-71.922,-82.008,56,5,4
-72.436,-81.257,60,4,41
-70.147,-66.762,18,41,11
-75.106,-81.577,125,11,34
-67.346,-78.086,80,34,3
-76.58,-84.572,171,3,2
-75.074,-83.96,216,2,19
-71.756,-84.206,253,19,8
-81.656,-81.327,25,8,44
-69.645,-82.226,51,44,9
-76.435,-77.098,71,9,49
-60.881,-71.854,1773,49,3
-69.273,-81.965,72,3,4
-62.031,-83.455,489,4,28
-68.054,-75.356,100,28,1
-75.113,-72.677,114,1,27
-72.363,-75.686,8,27,2
-82.45,-83.17,27,2,3
-81.524,-82.065,18,3,1
-77.53,-76.977,23,1,28
-77.011,-77.128,12,28,5
-72.953,-79.311,39,5,14
-82.592,-84.041,122,14,5
-79.093,-78.473,279,5,22
-78.495,-86.882,298,22,6
-73.857,-83.825,902,6,17
-74.7,-72.312,269,17,43
-71.327,-76.973,7,43,7
-82.032,-84.707,56,7,2
-73.945,-83.2,163,2,3
-72.567,-77.756,127,3,34
-73.728,-80.775,264,34,3
-77.427,-82.933,526,3,4
-76.135,-80.806,101,4,23
-64.058,-70.167,41,23,12
-74.328,-79.088,199,12,23
-78.551,-82.643,67,23,4
-70.936,-83.56,278,4,1
-73.61,-85.179,292,1,7
-80.945,-79.765,40,7,42
-68.188,-77.89,92,42,7
-80.295,-84.113,108,7,19
-82.142,-82.523,17,19,7
-71.924,-79.165,57,7,37
-73.516,-71.914,16,37,6
-68.058,-81.37,50,6,15
-73.703,-76.842,53,15,36
-68.389,-82.27,63,36,6
-81.446,-82.018,425,6,16
-73.899,-83.391,943,16,15
-73.066,-76.342,136,15,22
-74.981,-84.638,307,7,1
-74.21,-83.876,287,1,4
-70.057,-81.199,266,4,23
-77.941,-79.067,24,23,4
-75.31,-82.901,85,4,5
-79.312,-78.353,21,5,20
-67.43,-79.796,37,20,5
-82.701,-83.15,15,5,6
-72.918,-84.179,102,6,16
-82.579,-83.871,143,16,17
-80.891,-84.028,278,17,6
-80.233,-80.047,125,6,37
-74.529,-80.426,144,37,31
-81.228,-85.422,113,31,7
-83.469,-83.947,50,7,1
-78.497,-80.951,290,1,27
-72.022,-82.035,185,27,3
-75.794,-79.454,198,3,27
-75.676,-77.557,26,27,1
-76.98,-84.053,73,1,6
-81.358,-82.18,6,6,37
-69.938,-68.595,22,37,6
-72.83,-72.83,11,6,37
-76.97,-78.794,16,37,7
-74.471,-73.604,187,7,42
-74.617,-86.23,109,42,7
-85.29,-85.96,28,7,1
-79.215,-83.435,284,1,4
-78.797,-80.176,544,4,32
-77.333,-78.802,8,32,3
-78.433,-79.812,25,3,32
-76.677,-77.556,34,32,41
-76.568,-80.842,48,41,11
-81.529,-84.137,73,11,12
-73.435,-82.742,257,12,13
-76.212,-75.72,55,13,33
-66.158,-77.444,35,33,5
-72.647,-85.417,104,5,6
-82.383,-81.754,25,6,36
-75.067,-80.488,38,36,16
-81.034,-81.151,9,16,6
-76.144,-75.781,12,6,37
-78.617,-84.391,3,37,31
-71.445,-81.028,5,31,7
-65.698,-68.812,7,7,42
-74.997,-78.365,6,42,2
-82.363,-82.496,34,2,42
-68.766,-64.801,17,42,7
-69.294,-69,19,7,31
-61.926,-62.083,14,31,37
-72.535,-79.756,42,37,31
-76.091,-75.414,28,31,7
-65.921,-72.606,109,7,42
-66.18,-79.549,38,42,2
-76.939,-76.667,53,2,27
-76.699,-81.022,31,27,3
-73.215,-79.565,91,3,34
-76.874,-82.609,834,34,3
-80.005,-79.693,52,3,49
-71.918,-81.685,80,49,9
-80.86,-84.148,121,9,44
-70.704,-78.377,86,44,8
-78.462,-79.131,17,8,44
-78.357,-79.488,24,44,2
-71.207,-83.299,116,2,1
-74.474,-83.357,123,1,20
-80.519,-80.318,21,20,5
-74.015,-76.375,69,5,22
-74.02,-78.491,30,22,15
-78.354,-78.084,30,15,36
-73.998,-79.974,33,36,16
-70.5,-79.95,89,16,40
-68.872,-78.272,5,40,16
-82.367,-79.842,2,16,17
-74.485,-74.485,11,17,43
-71.576,-82.88,5,43,7
-76.848,-76.775,7,7,19
-75.638,-84.831,606,19,2
-83.106,-83.158,6,2,42
-79.325,-86.084,91,42,2
-81.399,-80.427,137,2,27
-67.382,-81.556,141,27,3
-70.352,-79.539,294,3,34
-77.008,-81.745,98,34,10
-77.939,-79.057,151,10,26
-74.978,-78.189,58,26,10
-77.507,-83.52,134,10,3
-79.358,-84.105,155,3,2
-70.537,-84.976,218,2,19
-80.739,-82.889,76,19,7
-79.074,-77.931,23,7,42
-69.648,-77.15,35,42,7
-81.295,-83.051,28,7,1
-70.215,-72.214,79,1,28
-69.439,-81.469,40,28,5
-81.13,-82.415,55,5,33
-68.969,-70.353,36,33,13
-65.274,-76.286,157,13,33
-76.153,-79.899,35,33,5
-69.851,-72.689,88,5,20
-79.021,-85.338,41,20,6
-79.941,-78.114,74,6,37
-79.075,-86.399,101,37,1
-77.409,-80.554,354,1,27
-74.237,-81.972,148,27,3
-75.997,-77.923,230,3,49
-71.306,-75.54,99,49,3
-69.494,-72.466,19,3,4
-80.5,-82.633,37,4,1
-79.062,-80.737,43,1,27
-67.186,-70.219,25,27,2
-71.806,-75.452,43,2,44
-63.934,-68.486,22,44,8
-73.951,-76.963,41,8,44
-64.117,-76.955,62,44,2
-72.369,-77.65,116,2,27
-70.836,-82.578,74,27,1
-80.253,-83.521,124,1,4
-80.025,-83.65,127,4,33
-68.733,-73.961,68,33,13
-72.624,-74.679,52,13,33
-70.973,-84.556,107,33,4
-79.996,-83.84,217,4,1
-80.423,-82.853,155,1,27
-72.105,-79.16,103,27,2
-73.72,-78.389,170,2,44
-67.112,-77.736,91,44,8
-64.417,-73.476,174,8,39
-62.158,-69.848,1003,39,8
-63.47,-76.579,77,8,44
-69.935,-74.991,36,44,2
-67.385,-77.125,85,2,27
-76.69,-79.432,29,27,1
-70.251,-72.932,77,1,28
-69.604,-80.281,41,28,5
-77.323,-83.96,117,5,4
-74.615,-79.532,315,4,32
-75.077,-78.986,77,32,3
-68.539,-84.139,274,3,9
-76.458,-83.277,276,9,2
-78.998,-82.056,71,2,27
-80.423,-80.926,19,27,3
-82.045,-85.368,55,3,4
-76.162,-84.073,562,4,5
-80.438,-79.833,56,5,20
-75.201,-86.353,122,20,1
-84.751,-84.998,27,1,6
-74.903,-83.573,274,6,17
-73.832,-84.333,250,17,16
-76.713,-81.868,240,16,48
-51.632,-77.809,904,48,15
-75.63,-77.744,531,15,48
-73.21,-82.444,275,48,16
-71.407,-81.426,394,16,36
-72.249,-81.976,89,36,6
-81.625,-83.861,91,6,5
-74.401,-70.846,104,5,20
-73.463,-73.908,6,20,28
-71.626,-74.111,8,28,1
-79.441,-80.099,14,1,3
-75.37,-75.444,20,3,49
-74.615,-77.538,44,49,3
-72.791,-84.755,110,3,4
-80.048,-83.116,89,4,5
-79.789,-84.39,90,5,14
-69.388,-81.137,144,14,47
-69.884,-68.063,31,47,15
-67.779,-76.16,58,15,36
-74.961,-80.361,34,36,16
-80.046,-83.835,239,16,36
-74.104,-81.222,88,36,15
-78.689,-78.476,62,15,22
-72.263,-84.18,88,22,5
-81.418,-83.005,64,5,13
-76.263,-82.341,74,13,12
-77.557,-85.994,138,12,13
-83.525,-83.906,57,13,4
-82.073,-83.882,78,4,5
-76.228,-83.513,188,5,6
-71.776,-82.838,323,6,1
-73.543,-78.836,216,1,28
-73.135,-75.378,83,28,1
-78.176,-84.293,83,1,31
-66.641,-65.701,42,31,7
-69.601,-72.431,43,7,43
-72.962,-81.145,39,43,18
-74.964,-83.661,107,18,7
-78.549,-78.976,68,7,42
-76.81,-80.01,34,42,2
-72.316,-76.61,95,2,27
-71.025,-81.138,74,27,3
-77.085,-80.096,132,3,32
-74.667,-83.006,82,32,4
-82.927,-83.207,926,4,11
-74.149,-83.949,92,11,10
-82,-82.366,6,10,26
-69.601,-79.976,857,26,10
-81.607,-83.528,44,10,34
-76.686,-80.188,46,34,3
-79.373,-85.138,99,3,1
-76.939,-83.847,124,1,6
-71.1,-73.396,120,6,37
-78.149,-77.922,10,37,31
-77.044,-78.464,8,31,7
-67.402,-80.098,38,7,19
-75.974,-83.236,103,19,2
-72.621,-84.569,219,2,3
-75.964,-85.63,346,3,4
-83.251,-84.012,68,4,28
-76.563,-78.746,62,28,20
-67.156,-71.887,56,20,5
-73.298,-78.78,91,5,22
-69.643,-75.775,59,22,15
-68.857,-78.319,144,15,36
-73.27,-79.945,74,36,6
-78.493,-83.482,155,6,17
-76.653,-83.488,207,17,18
-80.948,-83.945,50,18,17
-82.105,-82.607,36,17,45
-77.847,-81.855,39,45,37
-66.999,-72.999,41,37,6
-79.784,-84.421,58,6,5
-80.65,-80.217,14,5,20
-70.62,-71.085,10,20,28
-65.732,-78.378,5,28,1
-79.38,-79.12,6,1,3
-68.924,-68.924,11,3,49
-78.429,-85.628,4,49,10
-81.525,-82.718,35,10,3
-76.974,-77.247,39,3,32
-76.127,-79.868,26,32,41
-76.776,-76.397,24,41,11
-71.613,-76.605,307,11,41
-76.55,-80.474,67,41,32
-73.383,-81.329,128,32,3
-81.608,-84.64,140,3,1
-69.88,-82.825,369,1,2
-67.888,-70.677,31,2,44
-75.176,-75.265,10,44,25
-78.111,-77.981,12,25,8
-67.252,-68.268,108,8,24
-71.953,-84.091,50,24,19
-79.599,-79.575,175,19,35
-67.208,-81.558,65,35,18
-81.859,-82.877,39,18,43
-75.734,-81.374,62,43,17
-78.528,-84.654,135,17,16
-73.011,-80.862,129,16,36
-80.328,-80.341,10,36,6
-73.025,-81.633,56,6,1
-70.989,-81.418,63,1,3
-69.289,-81.619,63,3,10
-72.071,-84.218,464,10,49
-78.368,-78.916,123,49,3
-75.543,-81.224,309,3,27
-60.374,-77.533,2604,37,31
-73.576,-74.199,44,31,7
-71.916,-83.223,164,7,35
-79.256,-83.841,51,35,19
-82.811,-85.066,98,19,2
-71.028,-85.783,218,2,3
-82.788,-82.37,29,3,49
-64.725,-61.448,48,49,3
-74.242,-76.082,18,3,1
-74.286,-79.069,25,1,5
-83.5,-83.691,8,5,6
-82.542,-82.195,7,6,15
-74.7,-76.614,140,15,6
-80.578,-80.777,10,6,1
-69.563,-66.946,14,1,27
-73.694,-79.927,6,27,3
-83.389,-83.501,6,3,9
-70.353,-78.311,101,9,49
-78.641,-80.553,25,49,3
-76.22,-83.607,109,3,1
-80.409,-82.884,60,1,4
-76.235,-83.006,820,4,3
-73.375,-84.87,154,3,9
-78.467,-83.202,151,9,3
-69.957,-77.431,98,3,32
-70.19,-80.99,81,32,4
-77.548,-84.057,185,4,5
-65.843,-65.422,564,5,20
-74.111,-88.6,1,20,28
-75.968,-91.225,3,28,1
-81.181,-84.361,4,1,3
-74.777,-79.91,119,3,32
-74.588,-81.864,94,32,4
-81.982,-85.394,136,4,12
-70.352,-70.951,169,12,23
-68.692,-78.422,34,23,4
-74.737,-83.788,98,4,28
-77.309,-80.5,41,28,1
-81.848,-83.352,37,1,6
-76.288,-73.534,40,6,37
-73.058,-76.308,22,37,6
-81.159,-83.644,45,6,7
-70.445,-84.524,182,7,19
-79.412,-82.933,129,19,24
-69.906,-75.849,62,24,8
-74.89,-82.349,107,8,44
-81.254,-81.157,7,44,2
-62.665,-76.684,224,2,27
-76.986,-79.714,27,27,3
-72.304,-76.515,76,3,32
-73.896,-77.692,675,32,3
-78.412,-83.758,110,3,27
-79.924,-83.754,61,27,1
-83.737,-84.911,37,1,2
-82.977,-83.375,27,2,42
-68.03,-73.341,60,42,7
-77.741,-83.866,98,7,35
-80.622,-80.362,22,35,18
-70.775,-83.362,207,18,17
-69.937,-82.863,137,17,16
-67.502,-83.902,768,16,6
-70.576,-83.622,380,6,1
-68.775,-82.081,212,1,2
-66.804,-75.061,66,2,44
-69.91,-72.696,24,44,8
-75.259,-83.324,96,8,19
-81.34,-82.901,40,19,2
-78.723,-83.639,70,2,1
-70.113,-75.593,70,1,28
-76.676,-76.582,10,28,20
-69.063,-68.888,22,20,5
-72.537,-83.965,69,5,14
-77.443,-83.844,559,14,5
-75.373,-84.115,688,5,6
-77.422,-78.337,404,6,37
-73.996,-78.695,174,37,31
-71.512,-75.087,172,31,7
-68.542,-73.086,198,7,43
-77.37,-79.814,19,43,17
-80.234,-82.461,47,17,43
-77.252,-76.903,45,43,7
-61.826,-72.644,137,7,42
-65.555,-71.589,52,42,7
-72.389,-77.794,4,7,31
-63.072,-81.918,3,31,37
-78.697,-88.753,3,37,6
-79.162,-80.009,7,6,16
-70.863,-76.761,23,16,6
-72.606,-69.868,17,6,37
-70.424,-70.664,10,37,31
-83.413,-84.48,4,31,7
-83.402,-83.326,10,7,1
-83.387,-82.758,6,1,2
-75.258,-77.486,25,2,9
-71.03,-71.713,54,9,49
-71.098,-70.78,12,49,3
-69.884,-80.267,35,3,4
-77.843,-82.067,37,4,33
-77.93,-77.711,16,33,13
-82.409,-82.486,12,13,14
-77.434,-83.307,94,14,5
-79.591,-83.835,101,5,6
-68.648,-80.827,129,6,45
-68.881,-78.576,52,45,17
-80.386,-83.331,62,17,18
-81.688,-84.372,90,18,43
-72.749,-77.488,104,43,7
-73.768,-73.659,81,7,31
-69.312,-85.364,113,31,1
-73.053,-73.842,214,1,28
-77.223,-84.262,78,28,4
-70.19,-80.724,269,4,23
-67.421,-72.629,85,23,12
-69.847,-84.527,389,12,4
-78.373,-85.374,167,4,3
-83.286,-83.745,42,3,1
-80.93,-83.451,93,1,2
-80.782,-85.606,131,2,7
-70.728,-72.68,24,7,37
-80.706,-84.23,4,37,6
-77.435,-78.569,17,6,16
-79.418,-79.228,13,16,48
-79.681,-79.634,10,48,16
-78.519,-84.534,73,16,6
-81.127,-81.849,353,6,36
-65.647,-78.398,260,36,15
-61.189,-68.958,322,15,22
-74.659,-74.659,11,22,5
-77.31,-76.798,16,5,20
-73.918,-74.584,9,20,28
-70.126,-70.989,10,28,1
-76.258,-79.554,21,1,3
-77.746,-85.471,231,3,4
-78.133,-84.254,355,4,33
-70.134,-79.321,155,33,13
-77.495,-78.887,118,13,30
-76.727,-84.642,134,30,14
-82.337,-82.347,23,14,30
-76.876,-80.082,46,30,13
-78.932,-79.621,43,13,33
-75.864,-83.037,55,33,5
-82.857,-83.521,31,5,4
-80.662,-84.113,96,4,1
-82.324,-83.53,54,1,3
-78.073,-77.898,223,3,49
-78.517,-84.364,84,49,10
-73.172,-79.251,535,10,34
-80.582,-81.446,7,34,11
-79.441,-80.007,5,11,41
-75.035,-76.759,7,41,32
-78.477,-79.112,6,32,4
-78.647,-81.791,243,4,32
-72.375,-76.386,36,32,3
-69.408,-81.996,426,3,27
-77.776,-77.377,21,27,2
-75.204,-79.529,56,2,42
-76.537,-84.716,997,42,7
-83.782,-84.049,20,7,19
-65.188,-81.638,858,19,35
-79.018,-80.324,65,35,18
-67.086,-75.644,404,18,35
-73.72,-76.005,25,35,19
-78.247,-82.883,56,19,7
-78.796,-77.722,22,7,42
-69.885,-78.479,35,42,7
-82.199,-83.319,21,7,1
-66.626,-72.119,78,1,28
-75.9,-82.415,32,28,4
-80.631,-83.084,71,4,13
-79.733,-82.97,45,13,4
-79.564,-82.918,71,4,28
-78.974,-78.494,16,28,1
-66.649,-84.057,649,1,7
-73.748,-84.177,426,7,35
-78.37,-78.33,94,35,18
-79.919,-82.569,1104,18,35
-78.236,-79.487,84,35,19
-77.052,-83.944,289,19,2
-71.542,-85.476,438,2,3
-80.598,-79.042,110,3,49
-75.345,-78.969,89,49,3
-72.879,-74.021,31,3,32
-69.251,-69.292,16,32,4
-72.717,-81.063,43,4,13
-71.589,-83.34,120,13,5
-72.54,-82.908,123,5,6
-69.902,-83.275,142,6,5
-78.046,-75.714,33,5,20
-71.223,-72.443,22,20,5
-78.057,-83.835,70,5,4
-81.467,-84.741,91,4,23
-79.412,-78.52,28,23,12
-72.071,-84.108,181,12,13
-77.984,-77.22,111,13,33
-65.728,-80.966,86,33,5
-74.157,-78.208,159,5,22
-64.115,-77.397,79,22,15
-74.906,-82.993,174,15,16
-81.645,-82.664,27,16,6
-79.619,-80.872,35,6,45
-70.679,-73.697,24,45,7
-77.171,-77.587,9,7,43
-72.418,-72.418,11,43,7
-78.938,-81.798,25,7,35
-79.118,-78.73,14,35,19
-67.651,-83.465,378,19,24
-75.353,-74.035,108,24,8
-61.618,-71.83,243,8,25
-64.914,-69.181,16,25,44
-76.497,-76.625,15,44,2
-74.016,-74.902,33,2,27
-74.207,-83.049,37,27,1
-82.356,-83.533,40,1,3
-78.291,-78.92,105,3,32
-65.838,-76.464,69,32,41
-68.926,-72.669,55,41,11
-72.929,-83.351,155,11,4
-73.673,-83.716,207,4,28
-77.811,-77.746,51,28,20
-75.321,-83.799,78,20,5
-83.259,-83.92,30,5,6
-76.128,-83.5,194,6,16
-72.114,-82.641,292,16,6
-70.679,-82.005,86,6,1
-72.064,-77.718,38,47,22
-69.493,-79.592,64,22,5
-81.386,-86.109,109,5,1
-78.088,-83.784,168,1,2
-72.903,-71.445,17,2,9
-76.538,-77.738,9,9,38
-59.055,-71.953,840,38,9
-74.521,-85.541,94,9,3
-81.694,-83.275,69,3,1
-75.467,-74.761,59,1,28
-67.459,-75.554,32,28,20
-72.647,-72.046,22,20,5
-68.053,-83.475,86,5,14
-79.171,-82.736,94,14,47
-77.618,-77.118,53,47,15
-67.761,-77.801,186,15,48
-75.889,-81.738,81,48,16
-72.518,-75.383,522,16,6
-74.311,-72.485,15,6,37
-66.32,-68.273,9,37,31
-80.219,-81.91,5,31,7
-82.818,-83.002,12,7,2
-73.604,-76.32,26,2,9
-75.642,-83.928,73,9,3
-76.62,-84.299,103,3,4
-76.986,-82.757,95,4,33
-66.776,-72.029,38,33,13
-74.556,-76.288,38,13,4
-73.544,-81.946,53,4,5
-68.585,-74.438,52,5,22
-65.581,-67.121,20,22,15
-65.579,-76.943,364,15,22
-65.367,-78.513,146,22,5
-67.855,-83.713,411,5,4
-67.682,-84.236,318,4,23
-83.649,-83.973,40,23,4
-70.49,-84.985,142,4,1
-81.481,-81.506,57,1,27
-71.028,-75.997,44,27,2
-71.632,-83.542,114,2,19
-78.918,-82.805,168,19,2
-72.968,-78.714,79,2,27
-77.493,-79.131,24,27,1
-79.466,-83.151,60,1,4
-76.833,-83.922,218,4,28
-67.279,-72.953,53,28,1
-76.572,-84.069,99,1,7
-81.068,-81.175,10,7,31
-67.644,-67.691,36,31,7
-68.15,-73.024,57,7,43
-75.627,-82.188,41,43,18
-80.98,-83.372,151,18,43
-76.093,-75.948,192,43,7
-70.196,-84.043,697,7,1
-74.607,-82.83,902,1,6
-79.741,-79.455,13,6,37
-68.697,-72.28,25,37,6
-79.605,-82.507,32,6,17
-79.686,-84.568,91,17,16
-73.025,-82.45,102,16,48
-79.302,-78.887,17,48,15
-72.395,-79.114,111,15,36
-79.229,-81.35,24,36,16
-82.306,-84.623,45,16,17
-71.116,-83.093,93,17,18
-75.07,-81.665,83,18,19
-77.282,-84.641,117,19,2
-72.806,-83.024,143,2,3
-70.854,-76.75,110,3,32
-70.348,-77.036,43,32,41
-78.55,-81.976,120,41,11
-81.059,-84.182,331,11,12
-72.921,-82.649,604,12,11
-71.143,-80.924,110,11,34
-74.704,-76.498,39,34,3
-75.443,-77.194,51,3,49
-74.546,-79.636,39,49,9
-77.532,-76.909,31,9,2
-79.954,-84.459,4,2,27
-72.416,-85.731,4,27,1
-73.901,-76.331,8,1,6
-76.491,-78.918,8,6,36
-74.001,-79.2,201,36,15
-75.052,-79.759,475,15,47
-80.653,-85.649,206,47,14
-82.417,-85.452,126,14,5
-82.45,-82.234,21,5,22
-73.84,-86.1,121,22,6
-69.58,-81.358,266,6,45
-69.421,-83.053,111,45,17
-82.763,-84.673,87,17,18
-69.662,-82.724,273,18,17
-76.26,-83.737,105,17,6
-80.557,-81.434,54,6,36
-68.869,-74.683,40,36,15
-69.191,-77.159,116,15,36
-68.075,-80.282,98,36,6
-76.27,-83.9,314,6,15
-77.816,-77.715,186,15,47
-72.154,-76.777,73,47,22
-68.257,-82.635,54,22,5
-82.993,-83.576,26,5,6
-79.422,-84.94,108,6,31
-67.748,-68.295,53,31,7
-70.171,-72.894,47,7,43
-70.532,-81.811,50,43,18
-67.449,-76.133,201,18,35
-67.267,-79.708,59,35,19
-78.254,-82.858,104,19,2
-72.867,-82.984,120,2,3
-69.247,-82.722,123,3,11
-70.227,-85.422,218,11,12
-75.661,-71.164,97,12,23
-78.727,-82.794,21,23,13
-78.938,-76.613,34,13,33
-71.684,-79.468,27,33,5
-81.485,-84.318,50,5,47
-66.573,-63.253,30,47,22
-72.741,-73.289,10,22,5
-69.57,-67.759,18,5,20
-68.738,-69.441,9,20,28
-72.125,-72.125,11,28,1
-80.419,-81.294,16,1,3
-71.502,-74.474,34,3,49
-73.642,-73.642,11,49,9
-81.12,-83.899,24,9,3
-83.185,-83.272,14,3,2
-80.254,-80.58,8,2,27
-74.603,-79.072,22,27,1
-81.144,-84.118,43,1,31
-82.635,-83.412,4,31,37
-68.177,-78.733,659,37,6
-78.81,-84.015,223,6,5
-70.831,-76.47,204,5,22
-75.202,-77.881,26,22,15
-78.24,-80.089,23,15,6
-76.529,-82.911,38,6,7
-79.838,-78.787,19,7,42
-75.551,-75.514,12,42,2
-81.111,-83.414,25,2,8
-81.219,-81.924,39,8,44
-74.663,-78.046,47,44,2
-80.627,-85.307,82,2,3
-72.41,-82.679,1102,3,41
-66.857,-67.983,36,41,11
-77.009,-82.668,57,11,12
-75.012,-71.783,45,12,23
-74.15,-81.422,25,23,13
-76.731,-83.356,74,13,14
-79.892,-83.248,70,14,47
-71.622,-70.074,36,47,15
-70.009,-82.806,93,15,16
-75.014,-83.513,289,16,15
-66.486,-71.226,148,15,47
-68.924,-82.969,73,47,14
-77.649,-81.259,154,14,30
-77.766,-81.273,35,30,14
-80.782,-84.586,97,14,5
-82.437,-82.484,17,5,22
-70.908,-77.404,53,22,15
-78.357,-79.621,43,15,36
-72.994,-78.889,43,36,6
-80.079,-83.574,73,6,17
-72.724,-84.31,134,17,18
-69.497,-76.427,169,18,35
-71.19,-77.433,48,35,19
-70.701,-83.605,147,19,8
-73.268,-83.43,183,8,19
-68.643,-78.289,146,19,35
-74.51,-77.362,43,35,18
-76.283,-77.48,80,18,35
-71.63,-85.635,346,35,19
-83.366,-83.979,156,19,7
-80.715,-81.096,208,7,42
-77.242,-82.055,236,42,2
-76.817,-78.462,405,2,27
-67.845,-82.106,310,27,3
-72.07,-83.824,789,3,11
-68.881,-76.358,652,11,46
-73.023,-77.121,122,46,11
-64.456,-72.385,141,11,41
-72.537,-79.576,62,41,32
-75.705,-81.795,84,32,4
-81.725,-84.372,102,4,1
-72.504,-84.597,259,1,6
-81.383,-81.031,21,6,37
-69.097,-82.227,100,37,6
-81.31,-81.659,21,6,45
-78.585,-80.43,53,45,17
-65.598,-76.318,587,17,45
-68.377,-79.494,42,45,7
-79.276,-79.1,13,7,31
-66.989,-77.893,40,31,7
-81.604,-83.316,29,7,1
-80.269,-81.054,52,1,27
-70.951,-78.769,44,27,3
-76.886,-85.081,158,3,2
-78.165,-85.659,217,2,19
-77.467,-81.869,223,19,7
-74.358,-77.862,44,7,45
-79.815,-79.815,11,45,6
-74.698,-77.291,38,6,36
-63.958,-77.371,59,36,15
-71.347,-72.383,98,15,47
-57.565,-80.023,193,47,5
-75.576,-81.847,59,5,4
-71.657,-81.164,59,4,11
-57.984,-83.164,1718,11,12
-72.335,-77.855,135,12,23
-77.392,-80.998,36,23,4
-67.538,-80.463,99,4,33
-68.573,-66.733,22,33,13
-79.582,-82.944,30,13,14
-80.038,-85.791,136,14,22
-72.279,-82.496,132,22,15
-82.241,-83.72,64,15,6
-79.932,-85.227,135,6,1
-75.883,-83.571,160,1,3
-72.419,-79.367,226,3,32
-68.693,-78.282,51,32,4
-74.147,-83.859,140,4,13
-79.674,-78.794,82,13,33
-70.161,-84.911,182,33,5
-82.411,-80.557,859,5,33
-78.327,-78.743,9,33,4
-72.881,-76.496,27,4,11
-80.165,-84.618,2,11,41
-69.402,-75.646,6,41,11
-76.925,-83.723,111,11,34
-81.76,-82.198,26,34,10
-74.939,-79.359,199,10,34
-68.292,-75.007,21,34,11
-81.174,-82.135,4,11,41
-69.715,-77.173,280,13,33
-76.158,-84.399,139,33,5
-79.311,-79.617,203,5,20
-77.016,-82.233,116,20,1
-79.558,-84.926,304,1,31
-71.219,-70.719,128,31,7
-71.663,-81.128,338,7,43
-70.982,-82.961,162,43,45
-74.211,-82.845,166,45,17
-82.715,-84.691,101,17,6
-82.53,-83.84,128,6,16
-79.379,-82.19,239,16,48
-74.619,-76.163,56,48,15
-72.383,-83.165,120,15,14
-67.335,-83.097,148,14,5
-78.505,-82.827,79,5,6
-77.68,-78.995,58,6,37
-77.969,-78.397,16,37,31
-62.159,-60.153,27,31,7
-68.095,-82.645,73,7,35
-75.517,-78.337,36,35,19
-78.557,-83.855,165,19,7
-80.588,-80.068,32,7,42
-72.741,-85.828,95,42,2
-84.596,-84.936,29,2,1
-75.126,-85.072,180,1,4
-81.027,-83.332,95,4,11
-77.289,-83.883,230,11,4
-71.539,-85.352,352,4,28
-81.959,-81.678,36,28,20
-70.227,-82.522,136,20,5
-82.292,-83.78,64,5,6
-76.998,-83.805,285,6,16
-68.422,-68.18,178,16,17
-81.812,-86.587,3,17,45
-73.071,-89.722,3,45,7
-66.581,-73.781,7,7,42
-75.657,-87.503,3,42,2
-78.727,-77.758,1349,2,42
-75.849,-76.8,9,42,7
-83.141,-84.699,597,7,1
-72.895,-83.746,236,1,3
-77.646,-83.526,195,3,11
-76.67,-82.988,100,11,12
-73.469,-82.579,134,12,11
-75.409,-78.237,50,11,34
-75.468,-77.027,21,34,10
-78.801,-84.101,50,10,9
-75.492,-82.267,138,9,25
-65.395,-66.411,42,25,8
-75.686,-83.779,265,8,19
-72.472,-85.112,600,19,18
-80.405,-83.781,138,18,19
-71.904,-82.262,99,19,8
-74.915,-84.184,119,8,44
-82.895,-83.042,8,44,2
-73.68,-75.619,41,2,27
-78.725,-81.025,27,27,1
-68.697,-81.599,127,1,20
-76.89,-77.453,33,20,5
-74.232,-79.129,81,5,22
-80.441,-82.474,24,22,47
-79.96,-82.331,43,47,14
-80.595,-80.522,42,14,5
-73.596,-80.265,6,5,4
-78.489,-83.501,6,4,3
-75.766,-81.605,6,3,10
